batch,mode,variant,unit,battles,summons,bodies,hp_damage,structure_damage,friendly_damage,armor_damage,hp_taken,armor_absorbed,blocked_damage,evaded_damage,attacks,landed_hits,melee_hits,kills,regular_kills,monster_kills,deaths,banished,goals,survivors,healing,regeneration,charms,poisons,portals,enemy_banishments,friendly_banishments,structures_built,tower_damage,retargets,first_hit_tick,hit_bodies,mean_first_hit_tick
main,duel,armor3,Dotra,192,192,1.0,5.0365,1.4375,0.0,2.2292,0.849,3.4167,0.0,0.0,3.8802,3.8802,3.4479,1.0,1.0,0.0,0.0,0.0,0.9896,0.0104,0.0,0.5052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.3073,1.0,340.31
main,duel,armor3,Fyra,192,192,1.0,4.4115,0.0,0.0,1.7083,1.4688,3.5417,0.0,0.0,3.2604,3.2604,3.2604,0.6927,0.6927,0.0,0.2396,0.0,0.7604,0.0,0.0,0.0781,0.4115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.724,1.0,196.72
main,duel,armor3,Kopita,192,192,1.0,5.0521,1.5,0.0,2.25,1.75,4.0,0.0,0.0,4.5,4.5,4.5,1.0,1.0,0.0,0.25,0.0,0.75,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.2552,1.0,324.26
main,duel,armor3,Kurchin,192,192,1.0,4.75,1.5,0.0,2.25,1.8177,8.25,0.0,0.0,8.5,8.5,8.5,0.75,0.75,0.0,0.25,0.0,0.75,0.0,0.0,0.5677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,1.0,450.0
main,duel,armor3,Lemek,192,192,1.0,5.0938,1.5,0.0,2.25,0.0,4.25,0.0,0.0,3.25,3.25,3.25,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.375,1.0,323.38
main,duel,armor3,Muno,192,192,1.0,5.1927,1.5,0.0,2.25,0.0,2.5625,0.0,0.0,3.25,3.25,2.0573,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.5469,1.0,261.55
main,duel,armor3,Sinodek,192,192,1.0,4.2552,1.4688,0.0,2.0625,2.9323,5.6042,0.0,0.0,7.7865,7.7865,7.7865,0.6823,0.6823,0.0,0.4219,0.0052,0.5052,0.0677,0.0,0.8229,0.0,0.0,1.5208,0.0677,0.0052,0.0,0.0,0.0,478.7031,0.9323,513.47
main,duel,armor3,Sooge,192,192,1.0,4.2865,1.0625,0.0,2.2188,3.4115,6.6146,0.0,0.0,4.75,4.5365,2.8802,0.5469,0.5469,0.0,0.4531,0.0,0.0729,0.474,0.0,1.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.1042,0.9896,286.08
main,duel,armor3,Tumler,192,192,1.0,5.0,1.5,0.0,2.25,1.3177,3.9427,0.0,0.2396,4.5,4.5,4.5,1.0,1.0,0.0,0.25,0.0,0.75,0.0,0.0,0.0469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.276,1.0,242.28
main,duel,armor3,Varn,192,192,4.0729,5.0625,1.5,0.0,2.25,1.1094,4.5156,0.0,0.0,9.0,8.8125,8.8125,1.0,1.0,0.0,0.4375,0.0,3.6354,0.0,0.0,0.2344,0.0,0.4062,0.0,0.0,0.0,0.0,0.0,0.0,1154.1615,3.5052,329.27
main,duel,current,Butcher,192,192,1.0,5.1302,1.5,0.0,2.25,3.25,1.0,0.0,0.0,3.25,3.25,3.25,1.0,1.0,0.0,0.25,0.0,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.1927,1.0,324.19
main,duel,current,Dotra,192,192,1.0,5.0365,1.4375,0.0,2.2292,2.0729,1.849,0.0,0.0,3.8802,3.8802,3.4479,1.0,1.0,0.0,0.1719,0.0,0.8177,0.0104,0.0,0.6979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.3073,1.0,340.31
main,duel,current,Fyra,192,192,1.0,3.9271,0.0,0.0,1.7083,3.2344,1.0,0.0,0.0,2.9844,2.9844,2.9844,0.4948,0.4948,0.0,0.25,0.0,0.75,0.0,0.0,0.2969,0.401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.724,1.0,196.72
main,duel,current,Kopita,192,192,1.0,4.5521,1.5,0.0,2.25,4.0,1.0,0.0,0.0,4.25,4.25,4.25,0.75,0.75,0.0,0.5,0.0,0.5,0.0,0.276,0.7396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.2552,1.0,324.26
main,duel,current,Kurchin,192,192,1.0,4.5,1.5,0.0,2.25,3.2708,6.0,0.0,0.0,8.25,8.25,8.25,0.75,0.75,0.0,0.5,0.0,0.5,0.0,0.0,0.7708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,1.0,450.0
main,duel,current,Lemek,192,192,1.0,5.0938,1.5,0.0,2.25,0.75,3.5,0.0,0.0,3.25,3.25,3.25,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.375,1.0,323.38
main,duel,current,Muno,192,192,1.0,5.1927,1.5,0.0,2.25,1.5625,1.0,0.0,0.0,3.25,3.25,2.0573,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.5469,1.0,261.55
main,duel,current,Penitent,192,192,1.0,4.7969,1.5,0.0,2.25,5.1719,3.0,0.4792,0.0,8.5469,8.5469,8.5469,0.7292,0.7292,0.0,0.5417,0.0,0.4583,0.0,0.0,2.4635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.5417,1.0,375.54
main,duel,current,Sinodek,192,192,1.0,3.4583,1.4062,0.0,2.0417,4.4375,2.8073,0.0,0.0,6.9062,6.9062,6.9062,0.4948,0.4948,0.0,0.6406,0.0052,0.3073,0.0469,0.0,1.2344,0.0,0.0,1.2917,0.0677,0.0052,0.0,0.0,0.0,478.7031,0.9323,513.47
main,duel,current,Sooge,192,192,1.0,3.6979,0.724,0.0,2.1562,4.125,4.1354,0.0,0.0,3.8229,3.6094,2.0156,0.2552,0.2552,0.0,0.7865,0.0,0.0,0.2135,0.0,0.1927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.1042,0.9896,286.08
main,duel,current,Tumler,192,192,1.0,4.5,1.5,0.0,2.25,3.5104,1.0,0.0,0.2396,4.25,4.25,4.25,0.75,0.75,0.0,0.25,0.0,0.75,0.0,0.0,0.6927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.276,1.0,242.28
main,duel,current,Varn,192,192,4.0729,4.599,1.4635,0.0,2.25,5.5469,0.0,0.0,0.0,8.3958,8.3125,8.125,0.7083,0.7083,0.0,2.4323,0.0,1.6406,0.0,0.0,0.6719,0.0,0.4062,0.0,0.0,0.0,0.0,0.0,0.0,1220.6615,3.724,327.79
main,duel,current,Vulture,192,192,1.0,4.9062,1.5,0.0,2.25,4.8802,1.0,0.0,0.0,9.1354,8.6562,3.2031,0.5625,0.5625,0.0,0.7292,0.0,0.2708,0.0,0.0,0.8281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.5208,1.0,270.52
main,duel,current,Wright,192,192,1.0,3.6562,0.0,0.0,1.75,5.099,2.0,0.0,0.0,5.4062,5.4062,5.4062,0.25,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.099,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,454.4219,1.0,454.42
main,mixed,armor3,Butcher,96,192,1.0,5.0677,0.2396,0.0,2.8594,4.9479,0.974,0.0,0.0,3.2656,3.0781,3.0781,1.0885,0.5938,0.4948,0.9219,0.0104,0.0677,0.0,0.0,0.2604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.4375,0.9844,283.87
main,mixed,armor3,Dotra,38,38,1.0,8.2895,1.2632,0.0,4.6316,3.4474,4.4474,0.0,0.0,6.8158,6.7895,6.2895,1.5,1.1316,0.3684,0.5263,0.0,0.4737,0.0,0.0,0.5263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.1579,0.9474,307.33
main,mixed,armor3,Fyra,38,38,1.0,3.4474,0.0,0.0,4.2895,5.1842,4.0,0.0,0.0,4.1053,3.9737,3.9737,0.3421,0.1579,0.1842,1.0,0.0,0.0,0.0,0.0,0.1842,0.5526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.2368,1.0,198.24
main,mixed,armor3,Kopita,38,38,1.0,4.4211,0.8158,0.0,2.3684,4.3421,3.5789,0.0,0.0,4.2368,4.2368,4.0263,1.2368,0.5789,0.6579,0.7632,0.0,0.2368,0.0,0.7368,0.3421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.9737,0.9737,450.84
main,mixed,armor3,Kurchin,40,40,1.0,3.925,0.1,0.0,1.05,5.0,8.775,0.0,0.0,5.125,5.075,5.075,0.925,0.6,0.325,0.925,0.0,0.075,0.0,0.0,0.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409.475,0.975,419.97
main,mixed,armor3,Lemek,40,40,1.0,10.225,0.725,0.0,6.8,5.025,6.925,0.0,0.0,6.95,6.675,6.675,1.925,1.275,0.65,0.825,0.0,0.175,0.0,0.0,0.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.975,1.0,258.98
main,mixed,armor3,Muno,38,38,1.0,5.9737,0.0,0.0,6.7105,5.0526,4.0,0.0,0.0,5.2895,4.8421,3.7105,1.6842,0.3684,1.3158,1.0,0.0,0.0,0.0,0.0,0.0526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,1.0,215.0
main,mixed,armor3,Penitent,96,192,1.0,2.1615,0.2865,0.0,1.1927,4.0417,2.4375,0.8229,0.0,3.6562,3.6406,3.6406,0.4115,0.2448,0.1667,0.7604,0.0417,0.1979,0.0,0.0,0.224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.2188,0.8542,395.96
main,mixed,armor3,Sinodek,38,38,1.0,3.2895,0.3947,0.0,1.1316,4.1579,5.1842,0.0,0.0,4.8158,4.8158,4.8158,0.6842,0.5,0.1842,0.7895,0.0263,0.1579,0.0263,0.0,0.2105,0.0,0.0,1.0,0.0789,0.3158,0.0,0.0,0.0,467.0526,0.8947,522.0
main,mixed,armor3,Sooge,38,38,1.0,6.8947,2.8158,0.9474,7.0789,2.0,2.9211,0.0,0.0,10.6316,10.2368,1.0526,0.7895,0.5,0.2895,0.3947,0.0,0.0,0.6053,0.0,0.0263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.2632,1.0,270.26
main,mixed,armor3,Tumler,38,38,1.0,1.7895,0.0,0.0,2.9737,5.1579,4.0,0.0,2.8421,2.4474,2.4474,2.4474,0.2895,0.0,0.2895,1.0,0.0,0.0,0.0,0.0,0.1579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0789,239.6579,0.9737,246.14
main,mixed,armor3,Varn,38,38,4.1842,9.2105,0.5263,0.0,5.0,7.8947,12.2105,0.0,0.0,14.9737,14.7368,14.6842,1.8421,1.1842,0.6579,3.8158,0.0,0.3684,0.0,0.0,0.2632,0.0,0.6842,0.0,0.0,0.0,0.0,0.0,0.0,1232.8684,4.1053,300.31
main,mixed,armor3,Vulture,96,192,1.0,4.5,0.8281,0.0,4.1146,3.3385,0.6823,0.0,0.0,10.1927,9.4427,0.9271,0.9219,0.4948,0.4271,0.526,0.0156,0.4583,0.0,0.0,0.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.7448,0.9844,276.06
main,mixed,armor3,Wright,96,192,1.0,1.9583,0.4844,0.0,0.8854,3.5729,1.5052,0.0,0.0,3.3333,3.3281,3.3281,0.401,0.2708,0.1302,0.6615,0.0052,0.3333,0.0,0.0,0.1927,0.0,0.0,0.0,0.0,0.0,0.9948,0.0,0.0,393.026,0.776,506.45
main,mixed,current,Butcher,96,192,1.0,5.2812,0.1979,0.0,1.1875,5.0208,0.9896,0.0,0.0,2.7292,2.625,2.625,1.2188,0.6146,0.6042,0.9531,0.0104,0.0365,0.0,0.0,0.2083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.6615,0.9844,282.07
main,mixed,current,Dotra,38,38,1.0,6.5,1.5789,0.0,2.7632,4.0263,1.7895,0.0,0.0,5.3158,5.3158,4.8158,1.3421,1.0,0.3421,0.6316,0.0,0.3684,0.0,0.0,0.6053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.7105,0.9737,330.41
main,mixed,current,Fyra,38,38,1.0,3.2368,0.0,0.0,2.1316,5.1842,1.0,0.0,0.0,2.8684,2.7368,2.7368,0.3947,0.0526,0.3421,1.0,0.0,0.0,0.0,0.0,0.1842,0.3684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.7368,1.0,199.74
main,mixed,current,Kopita,38,38,1.0,3.3158,0.5,0.0,1.0789,5.5263,1.0,0.0,0.0,2.7105,2.6842,2.5789,0.7105,0.5263,0.1842,0.8684,0.0,0.1316,0.0,1.0263,0.6053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.5,0.9211,475.0
main,mixed,current,Kurchin,40,40,1.0,3.45,0.225,0.0,0.775,5.025,6.0,0.0,0.0,4.475,4.45,4.45,0.825,0.525,0.3,0.85,0.0,0.15,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.175,0.975,462.74
main,mixed,current,Lemek,40,40,1.0,8.1,0.375,0.0,3.775,4.975,4.0,0.0,0.0,4.775,4.7,4.7,1.65,1.2,0.45,0.9,0.0,0.1,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.925,1.0,262.93
main,mixed,current,Muno,38,38,1.0,6.8947,0.0,0.0,1.0263,5.0789,1.0,0.0,0.0,3.8421,3.3947,2.3158,2.1579,0.2632,1.8947,1.0,0.0,0.0,0.0,0.0,0.0789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,1.0,215.0
main,mixed,current,Penitent,96,192,1.0,3.3333,0.1979,0.0,1.1667,4.7031,2.6875,1.25,0.0,4.7188,4.6979,4.6979,0.6354,0.3958,0.2396,0.8281,0.0469,0.125,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353.8906,0.9062,390.5
main,mixed,current,Sinodek,38,38,1.0,3.0526,0.8947,0.0,0.5263,4.0526,2.6579,0.0,0.0,4.4737,4.4737,4.4737,0.6579,0.5526,0.1053,0.6053,0.0,0.3684,0.0263,0.0,0.9474,0.0,0.0,1.2632,0.1316,0.2632,0.0,0.0,0.0,561.8684,0.9474,593.08
main,mixed,current,Sooge,38,38,1.0,7.9474,3.2368,1.5,4.9211,2.0,1.6316,0.0,0.0,10.0526,9.5526,0.6579,0.9737,0.6579,0.3158,0.3947,0.0,0.0,0.6053,0.0,0.0263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,0.9737,266.0
main,mixed,current,Tumler,38,38,1.0,2.2368,0.0,0.0,0.8158,5.4211,1.0,0.0,2.4737,1.5526,1.5526,1.5526,0.1842,0.0,0.1842,1.0,0.0,0.0,0.0,0.0,0.4211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,215.3158,0.8947,240.65
main,mixed,current,Varn,38,38,4.1842,3.7105,0.1316,0.0,1.5,8.6053,0.0,0.0,0.0,5.3947,5.3421,5.3421,0.7368,0.4737,0.2632,4.1842,0.0,0.0,0.0,0.0,0.2368,0.0,0.1579,0.0,0.0,0.0,0.0,0.0,0.0,1073.5789,3.5263,304.45
main,mixed,current,Vulture,96,192,1.0,5.7448,0.9219,0.0,3.9531,3.3542,0.6927,0.0,0.0,11.7083,10.6198,0.901,0.9115,0.4896,0.4219,0.526,0.0156,0.4583,0.0,0.0,0.6042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.2917,0.9896,276.17
main,mixed,current,Wright,96,192,1.0,2.8385,0.4688,0.0,0.7135,4.1042,1.6875,0.0,0.0,4.026,4.0208,4.0208,0.6354,0.5052,0.1302,0.7656,0.0052,0.2292,0.0,0.0,0.2031,0.0,0.0,0.0,0.0,0.0,0.9948,0.0,0.0,458.2552,0.8854,517.56
main,squad,armor3,Dotra,144,144,1.0,7.6458,0.2153,0.0,2.5,4.7014,4.9444,0.0,0.0,4.8194,4.8194,4.2569,1.4861,1.4861,0.0,0.875,0.0,0.125,0.0,0.0,0.2431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.4167,1.0,314.42
main,squad,armor3,Fyra,144,144,1.0,4.0486,0.0,0.0,1.5694,5.1667,4.0,0.0,0.0,2.8542,2.8542,2.8542,0.4028,0.4028,0.0,0.9931,0.0,0.0069,0.0,0.0,0.1875,0.3958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0486,1.0,182.05
main,squad,armor3,Kopita,144,144,1.0,5.3472,0.0,0.0,1.5347,5.6389,4.0,0.0,0.0,3.7986,3.7986,3.7986,1.2778,1.2778,0.0,1.0,0.0,0.0,0.0,0.3681,0.3403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.0486,1.0,346.05
main,squad,armor3,Kurchin,144,144,1.0,4.5972,0.7778,0.0,1.7708,4.7083,8.9792,0.0,0.0,7.1944,7.1458,7.1458,1.1319,1.1319,0.0,0.7778,0.0,0.2222,0.0,0.0,0.7917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.125,0.9792,426.0
main,squad,armor3,Lemek,144,144,1.0,8.5625,0.1389,0.0,2.8681,4.875,7.0,0.0,0.0,4.5,4.5,4.5,1.8125,1.8125,0.0,0.9097,0.0,0.0903,0.0,0.0,0.1806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.5347,1.0,277.53
main,squad,armor3,Muno,144,144,1.0,8.5139,0.1667,0.0,3.9097,5.0417,4.0,0.0,0.0,4.6181,4.6181,3.5486,1.5278,1.5278,0.0,0.9722,0.0,0.0278,0.0,0.0,0.0972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.5972,1.0,225.6
main,squad,armor3,Sinodek,144,144,1.0,3.4444,0.2083,0.0,0.8264,4.5139,5.6806,0.0,0.0,4.5,4.4792,4.4792,0.8403,0.8403,0.0,0.7986,0.0139,0.1528,0.0347,0.0,0.5139,0.0,0.0,1.3681,0.3264,0.2361,0.0,0.0,0.0,441.4722,0.8194,538.75
main,squad,armor3,Sooge,144,144,1.0,8.8333,0.8611,0.6944,3.5,3.8333,5.8819,0.0,0.0,8.8611,8.0486,1.5208,0.8264,0.8264,0.0,0.7222,0.0,0.0,0.2778,0.0,0.2222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.4583,1.0,272.46
